"","country","popularity","title","artist","album_single","artist_followers","explicit","album","release_date","track_number","tracks_in_album","danceability","energy","key","loudness","mode","speechiness","acoustics","instrumentalness","liveliness","valence","tempo","duration_ms","time_signature","genre_new","days_since_release","cluster"
"138","Norway",3265.6,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"139","New Zealand",716,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"140","Poland",14294.1,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"141","Portugal",1733.6,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"southern europe and portuguese heritage"
"142","Sweden",5607.1,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"143","Global",2006.8,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"global"
"144","USA",711.05,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"145","UK",15133.05,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"146","Austria",1537.95,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"147","Australia",3764,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"148","Belgium",2194.35,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"149","Canada",5647.85,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"150","Switzerland",2368.15,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"151","Germany",1002.95,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"152","Denmark",1182,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"153","Finland",20,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"154","France",22.4,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"southern europe and portuguese heritage"
"155","Ireland",10567.2,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"156","Netherlands",2420.95,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"157","Norway",1144.8,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"158","New Zealand",1976.25,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"159","Portugal",56,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"southern europe and portuguese heritage"
"160","Sweden",630.8,"only you freestyle","Headie One - Drake","single",220967,TRUE,"Only You Freestyle","20/7/2020",1,1,0.68,0.826,5,-2.561,1,0.27,0.562,0,0.254,0.804,146.95,248937,4,"hip hop",117,"english speaking and nordic"
"178","Global",47.2,"whos laughing now","Ava Max","single",2457248,FALSE,"Who's Laughing Now","30/7/2020",1,6,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"pop",107,"global"
"179","Austria",2791.65,"whos laughing now","Ava Max","single",2457248,FALSE,"Who's Laughing Now","30/7/2020",1,6,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"pop",107,"english speaking and nordic"
"180","Canada",1.6,"whos laughing now","Ava Max","single",2457248,FALSE,"Who's Laughing Now","30/7/2020",1,6,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"pop",107,"english speaking and nordic"
"181","Switzerland",2824.2,"whos laughing now","Ava Max","single",2457248,FALSE,"Who's Laughing Now","30/7/2020",1,6,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"pop",107,"english speaking and nordic"
"182","Germany",2668.8,"whos laughing now","Ava Max","single",2457248,FALSE,"Who's Laughing Now","30/7/2020",1,6,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"pop",107,"english speaking and nordic"
"183","Denmark",7.2,"whos laughing now","Ava Max","single",2457248,FALSE,"Who's Laughing Now","30/7/2020",1,6,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"pop",107,"english speaking and nordic"
"184","Finland",11510.5,"whos laughing now","Ava Max","single",2457248,FALSE,"Who's Laughing Now","30/7/2020",1,6,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"pop",107,"english speaking and nordic"
"185","France",1415.2,"whos laughing now","Ava Max","single",2457248,FALSE,"Who's Laughing Now","30/7/2020",1,6,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"pop",107,"southern europe and portuguese heritage"
"186","Malaysia",4884.75,"whos laughing now","Ava Max","single",2457248,FALSE,"Who's Laughing Now","30/7/2020",1,6,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"pop",107,"english speaking and nordic"
"187","Norway",10927.8,"whos laughing now","Ava Max","single",2457248,FALSE,"Who's Laughing Now","30/7/2020",1,6,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"pop",107,"english speaking and nordic"
"188","Sweden",4295.85,"whos laughing now","Ava Max","single",2457248,FALSE,"Who's Laughing Now","30/7/2020",1,6,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"pop",107,"english speaking and nordic"
"189","Taiwan",664.15,"whos laughing now","Ava Max","single",2457248,FALSE,"Who's Laughing Now","30/7/2020",1,6,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,4,"pop",107,"english speaking and nordic"
"190","Global",721.8,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"global"
"191","USA",849,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"192","UK",644.3,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"193","Argentina",1.6,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"spanish speaking"
"194","Austria",196.55,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"195","Australia",627.25,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"196","Belgium",261.25,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"197","Brazil",44.8,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"southern europe and portuguese heritage"
"198","Canada",1059.65,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"199","Switzerland",415.3,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"200","Costa Rica",41.6,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"spanish speaking"
"201","Germany",120,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"202","Denmark",1537.2,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"203","Finland",114.6,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"204","France",13.6,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"southern europe and portuguese heritage"
"205","Ireland",164.6,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"206","Malaysia",333.05,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"207","Netherlands",740.15,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"208","Norway",597.1,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"209","New Zealand",461.3,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"210","Poland",52,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"211","Portugal",136.55,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"southern europe and portuguese heritage"
"212","Sweden",334.2,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"213","Singapore",210,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"214","Taiwan",119.2,"all around me","Justin Bieber","album",39214943,FALSE,"Changes","14/2/2020",1,17,0.566,0.438,0,-7.564,0,0.0367,0.809,0,0.212,0.692,117.127,136907,4,"pop",274,"english speaking and nordic"
"215","Global",43.2,"without you","Luke Combs - Amanda Shires","album",3747160,FALSE,"What You See Ain't Always What You Get (Deluxe Edition)","23/10/2020",22,23,0.522,0.659,6,-6.016,1,0.0304,0.307,0,0.102,0.355,141.996,224987,4,"country",22,"global"
"216","USA",869.15,"without you","Luke Combs - Amanda Shires","album",3747160,FALSE,"What You See Ain't Always What You Get (Deluxe Edition)","23/10/2020",22,23,0.522,0.659,6,-6.016,1,0.0304,0.307,0,0.102,0.355,141.996,224987,4,"country",22,"english speaking and nordic"
"217","Canada",401.3,"without you","Luke Combs - Amanda Shires","album",3747160,FALSE,"What You See Ain't Always What You Get (Deluxe Edition)","23/10/2020",22,23,0.522,0.659,6,-6.016,1,0.0304,0.307,0,0.102,0.355,141.996,224987,4,"country",22,"english speaking and nordic"
"221","Global",13885.7,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"global"
"222","USA",23903.3,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"223","UK",6984.45,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"224","Austria",3125.5,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"225","Australia",7767.55,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"226","Belgium",3334.35,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"227","Canada",21113.5,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"228","Switzerland",8588.2,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"229","Germany",1136.8,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"230","Denmark",7334.1,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"231","Finland",5491.8,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"232","Ireland",6790.4,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"233","Netherlands",1731.2,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"234","Norway",11717.15,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"235","New Zealand",9429,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"236","Portugal",7674.55,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"southern europe and portuguese heritage"
"237","Sweden",922.4,"walk em down","NLE Choppa - Roddy Ricch","single",2371258,TRUE,"Walk Em Down (feat. Roddy Ricch)","19/3/2020",1,1,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,173288,4,"hip hop",240,"english speaking and nordic"
"238","Global",2294.9,"party girl","StaySolidRocky - Lil Uzi Vert","album",106823,TRUE,"Fallin'","17/7/2020",1,7,0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995,147673,4,"rap",120,"global"
"239","USA",2356.9,"party girl","StaySolidRocky - Lil Uzi Vert","album",106823,TRUE,"Fallin'","17/7/2020",1,7,0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995,147673,4,"rap",120,"english speaking and nordic"
"240","UK",2108,"party girl","StaySolidRocky - Lil Uzi Vert","album",106823,TRUE,"Fallin'","17/7/2020",1,7,0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995,147673,4,"rap",120,"english speaking and nordic"
"241","Austria",1509.1,"party girl","StaySolidRocky - Lil Uzi Vert","album",106823,TRUE,"Fallin'","17/7/2020",1,7,0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995,147673,4,"rap",120,"english speaking and nordic"
"242","Australia",2354.2,"party girl","StaySolidRocky - Lil Uzi Vert","album",106823,TRUE,"Fallin'","17/7/2020",1,7,0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995,147673,4,"rap",120,"english speaking and nordic"
"243","Belgium",2407.4,"party girl","StaySolidRocky - Lil Uzi Vert","album",106823,TRUE,"Fallin'","17/7/2020",1,7,0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995,147673,4,"rap",120,"english speaking and nordic"
"244","Brazil",595.5,"party girl","StaySolidRocky - Lil Uzi Vert","album",106823,TRUE,"Fallin'","17/7/2020",1,7,0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995,147673,4,"rap",120,"southern europe and portuguese heritage"
"245","Canada",2140,"party girl","StaySolidRocky - Lil Uzi Vert","album",106823,TRUE,"Fallin'","17/7/2020",1,7,0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995,147673,4,"rap",120,"english speaking and nordic"
"246","Switzerland",1969,"party girl","StaySolidRocky - Lil Uzi Vert","album",106823,TRUE,"Fallin'","17/7/2020",1,7,0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995,147673,4,"rap",120,"english speaking and nordic"
